feedback_budget,subjects,accuracy_before,accuracy_after,accuracy_delta_mean,accuracy_delta_std,macro_f1_before,macro_f1_after,macro_f1_delta_mean,macro_f1_delta_std,brier_before,brier_after
4,3,0.4900077144259766,0.4900077144259766,0.0,0.0,0.39234063029740124,0.39234063029740124,0.0,0.0,0.2332863990573757,0.2329261102206562
