mean_predicted_probability,observed_stress_frequency
0.26686042274037997,0.016666666666666666
0.34983596081535023,0.4166666666666667
0.4492847958336706,0.8260869565217391
0.5517629669091412,0.19626168224299065
0.6398904636138822,0.524390243902439
0.7238017399060098,0.5526315789473685
