total_windows,accuracy,stress_precision,stress_recall,stress_f1,false_positive_rate,false_negative_rate,true_positive,false_positive,false_negative,true_negative
1738,0.9517,0.9302,0.9332,0.9317,0.0383,0.0668,573,43,41,1081
