subject,model,n_windows,threshold,accuracy,balanced_accuracy,macro_f1,stress_precision,stress_recall,stress_f1,roc_auc,pr_auc,brier_score,log_loss,ece,fit_seconds,desktop_latency_ms,parameter_count,artifact_bytes
S10,1D-CNN,121,0.5,0.8842975206611571,0.9078947368421053,0.8819676700111483,0.7627118644067796,1.0,0.8653846153846154,0.9941520467836258,0.989446034184985,0.07611390844771254,0.2490607136319448,0.119043953652053,7.0154039999470115,9.737490001134574,6466,25864
S10,LSTM,121,0.5,0.9008264462809917,0.889327485380117,0.8928571428571428,0.8837209302325582,0.8444444444444444,0.8636363636363636,0.9649122807017543,0.9534764325762447,0.06994661024895292,0.22728496648256497,0.05116083848959775,20.40907910000533,97.54357499768957,36066,144264
S11,Logistic Regression,117,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0006585983255444914,0.003967546036493303,0.0035875928465886617,0.0731429000152275,0.12024500174447894,277,2929
S11,Random Forest,117,0.5,0.8974358974358975,0.9042857142857144,0.8916666666666666,0.8125,0.9285714285714286,0.8666666666666667,0.9650793650793651,0.9334460367033066,0.07217540360873692,0.2191305893068721,0.05752136752136755,9.265551300020888,28.49632499855943,48428,3967888
S11,MLP,117,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0004526303182560551,0.0031233300441841257,0.002862325441053107,6.78976800001692,6.348670000443235,19874,79496
S11,1D-CNN,117,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0006089837137701863,0.0042647843724777845,0.003900032426588449,7.710894499905407,8.52675000205636,6466,25864
S11,LSTM,117,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.5119795218553e-05,0.0029952543717955233,0.0029447946464145327,20.996248400071636,94.20299499761313,36066,144264
S13,Logistic Regression,117,0.5,0.9487179487179487,0.9547619047619047,0.9453611457036114,0.8913043478260869,0.9761904761904762,0.9318181818181818,0.9907936507936508,0.9829180707442094,0.04327931491065603,0.23437980227869706,0.051662497725836046,0.11084340000525117,0.104599999031052,277,2929
S13,Random Forest,117,0.5,0.8205128205128205,0.75,0.7719298245614035,1.0,0.5,0.6666666666666666,0.9766666666666667,0.9685892085588136,0.11693390313390313,0.36544538706931423,0.1538461538461539,8.420550400041975,30.866244999924675,49272,4035417
S13,MLP,117,0.5,0.9658119658119658,0.9576190476190476,0.9624518613607189,0.975,0.9285714285714286,0.9512195121951219,0.9987301587301588,0.9977701354007974,0.023076074599420907,0.1430865899300359,0.028156701325716214,12.78320750000421,5.524504999630153,19874,79496
S13,1D-CNN,117,0.5,0.9914529914529915,0.9880952380952381,0.9906646453363122,1.0,0.9761904761904762,0.9879518072289156,1.0,1.0,0.008266982753253159,0.02953057602685821,0.01063548354471581,17.08567319996655,7.734064996475354,6466,25864
S13,LSTM,117,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.833598090184887e-07,0.00010162127600578195,0.00010127766644176673,44.35962010000367,109.01445999625139,36066,144264
S14,Logistic Regression,117,0.5,0.9401709401709402,0.9271428571428572,0.9339143064633261,0.9487179487179487,0.8809523809523809,0.9135802469135802,0.9898412698412699,0.9844664988282011,0.0397694327881574,0.13107194721488036,0.05440231114256347,0.060457399929873645,0.12368999887257814,277,2929
S14,Random Forest,117,0.5,0.26495726495726496,0.36904761904761907,0.20945945945945946,0.29245283018867924,0.7380952380952381,0.4189189189189189,0.5850793650793651,0.617363512299034,0.37232849002849,0.9581382793963509,0.45717948717948714,9.443766899988987,28.665260004345328,38110,3142340
S14,MLP,117,0.5,0.9230769230769231,0.9190476190476191,0.9168574812475325,0.8837209302325582,0.9047619047619048,0.8941176470588236,0.9771428571428571,0.9631215384791241,0.06395329462615951,0.22398127554998998,0.0873529564541502,5.9598598999436945,5.4379350040107965,19874,79496
S14,1D-CNN,117,0.5,0.8717948717948718,0.8790476190476191,0.8651348651348651,0.7755102040816326,0.9047619047619048,0.8351648351648352,0.9368253968253969,0.9091291798232314,0.10807583913822853,0.3535837691448887,0.13681206730409312,7.204739999957383,12.206419999711215,6466,25864
S14,LSTM,117,0.5,0.8034188034188035,0.8257142857142857,0.7986531986531986,0.6666666666666666,0.9047619047619048,0.7676767676767676,0.8958730158730159,0.872359059184027,0.18359238919542106,0.8610485298136222,0.18448639827836147,22.05801220005378,95.62386000179686,36066,144264
S15,Logistic Regression,118,0.5,0.4152542372881356,0.5460526315789473,0.358847153319159,0.3783783783783784,1.0,0.5490196078431373,0.9533208020050126,0.9266217310631875,0.5493888495020086,6.060602006969772,0.5701225365901349,0.056879700045101345,0.09199500200338662,277,2929
S15,Random Forest,118,0.5,0.8983050847457628,0.8890977443609023,0.8890977443609023,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9096177944862155,0.8984007101596143,0.14967768361581915,0.48227346489086875,0.24166666666666667,9.95956969994586,36.71011500409804,51848,4241515
S15,MLP,118,0.5,0.7966101694915254,0.8367794486215538,0.7944847605224964,0.640625,0.9761904761904762,0.7735849056603774,0.9630325814536341,0.9443028291845027,0.15658172079279048,0.6414309170815603,0.17882661732286875,6.8333608999382704,5.021149996900931,19874,79496
