mean_predicted_probability,observed_stress_frequency
0.010685564058868523,0.024826216484607744
0.15091837915005507,0.18518518518518517
0.25595522578805685,0.375
0.34947096142503953,0.1111111111111111
0.4433741797419155,0.29411764705882354
0.5476573864618938,0.26666666666666666
0.6518412762218051,0.4444444444444444
0.7458400098901046,0.5789473684210527
0.858302891254425,0.7222222222222222
0.989687576969113,0.9451327433628318
